Code,Name,Category Code,Unit,Cost,Member Price,Non Member Price,Alert Quantity,HSN/SAC,Pers, Tax Rate Name,Tax Method,track quantit,type,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
F200123,Under Arms,WOMEN,1,0,100,150,0,,Nos,GST18,inclusive,0,service,CLASSIC WAXING,,,,,,,
F200124,Half leg,WOMEN,1,0,400,550,0,,Nos,GST18,inclusive,0,service,CLASSIC WAXING,,,,,,,
F200125,Full leg,WOMEN,1,0,550,650,0,,Nos,GST18,inclusive,0,service,CLASSIC WAXING,,,,,,,
F200126,Lower back/Upper Back/midriff,WOMEN,1,0,380,450,0,,Nos,GST18,inclusive,0,service,CLASSIC WAXING,,,,,,,
F200127,Full Back,WOMEN,1,0,520,605,0,,Nos,GST18,inclusive,0,service,CLASSIC WAXING,,,,,,,
F200128,Bikini Line,WOMEN,1,0,340,400,0,,Nos,GST18,inclusive,0,service,CLASSIC WAXING,,,,,,,
F200129,Full bikin,WOMEN,1,0,1275,1495,0,,Nos,GST18,inclusive,0,service,CLASSIC WAXING,,,,,,,
F200130,Full Body,WOMEN,1,0,1895,2185,0,,Nos,GST18,inclusive,0,service,CLASSIC WAXING,,,,,,,
F200131,Full Face,WOMEN,1,0,385,470,0,,Nos,GST18,inclusive,0,service,FLAVOURED WAXING,,,,,,,
F200132,Face-Sides,WOMEN,1,0,140,165,0,,Nos,GST18,inclusive,0,service,FLAVOURED WAXING,,,,,,,
F200133,Upper lip/Fore head/Chin,WOMEN,1,0,100,125,0,,Nos,GST18,inclusive,0,service,FLAVOURED WAXING,,,,,,,
F200134,Half arms,WOMEN,1,0,370,450,0,,Nos,GST18,inclusive,0,service,FLAVOURED WAXING,,,,,,,
F200135,Full arms,WOMEN,1,0,455,545,0,,Nos,GST18,inclusive,0,service,FLAVOURED WAXING,,,,,,,
F200136,Under arms,WOMEN,1,0,160,200,0,,Nos,GST18,inclusive,0,service,FLAVOURED WAXING,,,,,,,
F200137,Half leg,WOMEN,1,0,535,650,0,,Nos,GST18,inclusive,0,service,FLAVOURED WAXING,,,,,,,
F200138,Full leg,WOMEN,1,0,645,780,0,,Nos,GST18,inclusive,0,service,FLAVOURED WAXING,,,,,,,
F200139,Lower back/Upper Back/Midriff,WOMEN,1,0,600,700,0,,Nos,GST18,inclusive,0,service,FLAVOURED WAXING,,,,,,,
F200140,Full Back,WOMEN,1,0,905,1025,0,,Nos,GST18,inclusive,0,service,FLAVOURED WAXING,,,,,,,
F200141,Bikini Line,WOMEN,1,0,580,675,0,,Nos,GST18,inclusive,0,service,FLAVOURED WAXING,,,,,,,
F200142,Full bikin,WOMEN,1,0,1855,2155,0,,Nos,GST18,inclusive,0,service,FLAVOURED WAXING,,,,,,,
F200143,Full body,WOMEN,1,0,3320,3985,0,,Nos,GST18,inclusive,0,service,FLAVOURED WAXING,,,,,,,
F200144,Full Face,WOMEN,1,0,430,550,0,,Nos,GST18,inclusive,0,service,BRAZILLIAN WAX,,,,,,,
F200145,Upper Lips,WOMEN,1,0,120,150,0,,Nos,GST18,inclusive,0,service,BRAZILLIAN WAX,,,,,,,
F200146,Lower Lips,WOMEN,1,0,120,150,0,,Nos,GST18,inclusive,0,service,BRAZILLIAN WAX,,,,,,,
F200147,Sides,WOMEN,1,0,120,150,0,,Nos,GST18,inclusive,0,service,BRAZILLIAN WAX,,,,,,,
F200148,Chin,WOMEN,1,0,130,160,0,,Nos,GST18,inclusive,0,service,BRAZILLIAN WAX,,,,,,,
F200149,Underams,WOMEN,1,0,190,230,0,,Nos,GST18,inclusive,0,service,BRAZILLIAN WAX,,,,,,,
F200150,Sides With Heavy Growth,WOMEN,1,0,150,180,0,,Nos,GST18,inclusive,0,service,BRAZILLIAN WAX,,,,,,,
F200151,Chin with Heavy Growth,WOMEN,1,0,150,180,0,,Nos,GST18,inclusive,0,service,BRAZILLIAN WAX,,,,,,,
F200152,Bikini Line,WOMEN,1,0,580,675,0,,Nos,GST18,inclusive,0,service,BRAZILLIAN WAX,,,,,,,
F200153,Full Bikini,WOMEN,1,0,2200,2500,0,,Nos,GST18,inclusive,0,service,BRAZILLIAN WAX,,,,,,,
F200154,"Cut ,File ",WOMEN,1,0,150,180,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200155,Regular pedicure ,WOMEN,1,0,490,575,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200156,Paraffin pedicure,WOMEN,1,0,600,715,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200157,Chocolate foot spa,WOMEN,1,0,775,915,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200158,Crystal crush pedicure,WOMEN,1,0,800,950,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200159,Ice cream signature pedicure ,WOMEN,1,0,1100,1280,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200160,Heel-Peel Treatment,WOMEN,1,0,2150,2550,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200161,Regular manicure,WOMEN,1,0,360,400,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200162,Paraffin Manicure,WOMEN,1,0,430,470,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200163,Crystal crush manicure (Rose.Aloe vera & strawberry),WOMEN,1,0,800,950,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200164,Chocolate SPA Manicure,WOMEN,1,0,775,915,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200165,Ice cream signature manicure,WOMEN,1,0,1100,1280,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200166,Back & Neck ,WOMEN,1,0,590,655,0,,Nos,GST18,inclusive,0,service,REFLEXOLOGY,,,,,,,
F200167,Full Hand ,WOMEN,1,0,365,405,0,,Nos,GST18,inclusive,0,service,REFLEXOLOGY,,,,,,,
F200168,Half Legs,WOMEN,1,0,550,605,0,,Nos,GST18,inclusive,0,service,REFLEXOLOGY,,,,,,,
F200169,Feet ,WOMEN,1,0,300,350,0,,Nos,GST18,inclusive,0,service,REFLEXOLOGY,,,,,,,
F200170,Body Polish,WOMEN,1,0,3600,4000,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200171,Body Wrap,WOMEN,1,0,1620,1800,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200172,Full Arms Polish,WOMEN,1,0,900,1055,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200173,Full Back Polish,WOMEN,1,0,950,1100,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200174,Swedish Body Massage (60 Min),WOMEN,1,0,1800,2200,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200175,Hot Stone Body Massage (60 Min),WOMEN,1,0,2000,2300,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200176,Aroma Therapy (60 Min),WOMEN,1,0,2000,2300,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200178,Full Arms (Roll on waxing),WOMEN,1,0,545,645,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200179,Half Legs (Roll on waxing),WOMEN,1,0,650,745,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200180,Full Legs (Roll on waxing),WOMEN,1,0,730,830,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200181,Full Front  (Roll on waxing),WOMEN,1,0,955,1050,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200182,Full Back (Roll on waxing),WOMEN,1,0,955,1050,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200183,Lower back/Upper back/Midriff (Roll on waxing),WOMEN,1,0,745,890,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200184,Full body (Roll on waxing),WOMEN,1,0,3499,4399,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200185,Full face  (3G Charcoal waxing),WOMEN,1,0,530,630,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200186,Upper lip (3G Charcoal waxing) ,WOMEN,1,0,140,190,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200187,Lower lip (3G Charcoal waxing),WOMEN,1,0,140,190,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200188,Sides  (3G Charcoal waxing),WOMEN,1,0,140,190,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200189,Chin  (3G Charcoal waxing),WOMEN,1,0,150,200,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200190,Under arms (3G Charcoal waxing),WOMEN,1,0,200,250,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200191,Sides with heavy growth (3G Charcoal waxing),WOMEN,1,0,180,220,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200192,Chin with heavy growth (3G Charcoal waxing),WOMEN,1,0,180,220,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200193,Bikini Line (3G Charcoal waxing),WOMEN,1,0,650,750,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200194,Full Bikini (3G Charcoal waxing),WOMEN,1,0,2500,2800,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200195,De-Tan facial,WOMEN,1,0,1700,2000,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200196,24 karat gold -Utime facial ,WOMEN,1,0,3560,4220,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200197,Fringe cut,WOMEN,1,0,130,150,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200198,Keratin Treatment - S,WOMEN,1,0,5350,6200,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200199,Keratin Treatment - M,WOMEN,1,0,6120,7200,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200200,Keratin Treatment - L,WOMEN,1,0,7150,8400,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200201,Elastin Treatment - S,WOMEN,1,0,5850,6750,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200202,Elastin Treatment -M,WOMEN,1,0,6700,7900,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200203,Elastin Treatment - L,WOMEN,1,0,7800,9100,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200204,Coco Argan oil SPA -S,WOMEN,1,0,1475,1735,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200205,Coco Argan oil SPA - M,WOMEN,1,0,1770,2080,0,,Nos,GST18,inclusive,0,service,,,,,,,,
F200206,Coco Argan oil SPA - L,WOMEN,1,0,2070,2430,0,,Nos,GST18,inclusive,0,service,,,,,,,,
