Code,Name,Category Code,Unit,Cost,member price,non member,Alert Quantity,HSN/SAC,Pers, Tax Rate Name,Tax Method,,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
F200164,Chocolate SPA Manicure,WOMEN,1,0,775,915,0,,Nos,GST18,exclusive,,,,,,,,
F200165,Ice cream signature manicure,WOMEN,1,0,1100,1280,0,,Nos,GST18,exclusive,,,,,,,,
F200166,Back & Neck ,WOMEN,1,0,590,655,0,,Nos,GST18,exclusive,,,,,,,,
F200167,Full Hand ,WOMEN,1,0,365,405,0,,Nos,GST18,exclusive,,,,,,,,
F200168,Half Legs,WOMEN,1,0,550,605,0,,Nos,GST18,exclusive,,,,,,,,
F200169,Feet ,WOMEN,1,0,300,350,0,,Nos,GST18,exclusive,,,,,,,,
F200170,Body Polish,WOMEN,1,0,3600,4000,0,,Nos,GST18,exclusive,,,,,,,,
F200171,Body Wrap,WOMEN,1,0,1620,1800,0,,Nos,GST18,exclusive,,,,,,,,
F200172,Full Arms Polish,WOMEN,1,0,900,1055,0,,Nos,GST18,exclusive,,,,,,,,
F200173,Full Back Polish,WOMEN,1,0,950,1100,0,,Nos,GST18,exclusive,,,,,,,,
F200174,Swedish Body Massage (60 Min),WOMEN,1,0,1800,2200,0,,Nos,GST18,exclusive,,,,,,,,
F200175,Hot Stone Body Massage (60 Min),WOMEN,1,0,2000,2300,0,,Nos,GST18,exclusive,,,,,,,,
F200176,Aroma Therapy (60 Min),WOMEN,1,0,2000,2300,0,,Nos,GST18,exclusive,,,,,,,,
F200178,Full Arms (Roll on waxing),WOMEN,1,0,545,645,0,,Nos,GST18,exclusive,,,,,,,,
F200179,Half Legs (Roll on waxing),WOMEN,1,0,650,745,0,,Nos,GST18,exclusive,,,,,,,,
F200180,Full Legs (Roll on waxing),WOMEN,1,0,730,830,0,,Nos,GST18,exclusive,,,,,,,,
F200181,Full Front  (Roll on waxing),WOMEN,1,0,955,1050,0,,Nos,GST18,exclusive,,,,,,,,
F200182,Full Back (Roll on waxing),WOMEN,1,0,955,1050,0,,Nos,GST18,exclusive,,,,,,,,
F200183,Lower back/Upper back/Midriff (Roll on waxing),WOMEN,1,0,745,890,0,,Nos,GST18,exclusive,,,,,,,,
F200184,Full body (Roll on waxing),WOMEN,1,0,3499,4399,0,,Nos,GST18,exclusive,,,,,,,,
F200185,Full face  (3G Charcoal waxing),WOMEN,1,0,530,630,0,,Nos,GST18,exclusive,,,,,,,,
F200186,Upper lip (3G Charcoal waxing) ,WOMEN,1,0,140,190,0,,Nos,GST18,exclusive,,,,,,,,
F200187,Lower lip (3G Charcoal waxing),WOMEN,1,0,140,190,0,,Nos,GST18,exclusive,,,,,,,,
F200188,Sides  (3G Charcoal waxing),WOMEN,1,0,140,190,0,,Nos,GST18,exclusive,,,,,,,,
F200189,Chin  (3G Charcoal waxing),WOMEN,1,0,150,200,0,,Nos,GST18,exclusive,,,,,,,,
F200190,Under arms (3G Charcoal waxing),WOMEN,1,0,200,250,0,,Nos,GST18,exclusive,,,,,,,,
F200191,Sides with heavy growth (3G Charcoal waxing),WOMEN,1,0,180,220,0,,Nos,GST18,exclusive,,,,,,,,
F200192,Chin with heavy growth (3G Charcoal waxing),WOMEN,1,0,180,220,0,,Nos,GST18,exclusive,,,,,,,,
F200193,Bikini Line (3G Charcoal waxing),WOMEN,1,0,650,750,0,,Nos,GST18,exclusive,,,,,,,,
F200194,Full Bikini (3G Charcoal waxing),WOMEN,1,0,2500,2800,0,,Nos,GST18,exclusive,,,,,,,,
F200195,De-Tan facial,WOMEN,1,0,1700,2000,0,,Nos,GST18,exclusive,,,,,,,,
F200196,24 karat gold -Utime facial ,WOMEN,1,0,3560,4220,0,,Nos,GST18,exclusive,,,,,,,,
F200197,Fringe cut,WOMEN,1,0,130,150,0,,Nos,GST18,exclusive,,,,,,,,
F200198,Keratin Treatment - S,WOMEN,1,0,5350,6200,0,,Nos,GST18,exclusive,,,,,,,,
F200199,Keratin Treatment - M,WOMEN,1,0,6120,7200,0,,Nos,GST18,exclusive,,,,,,,,
F200200,Keratin Treatment - L,WOMEN,1,0,7150,8400,0,,Nos,GST18,exclusive,,,,,,,,
F200201,Elastin Treatment - S,WOMEN,1,0,5850,6750,0,,Nos,GST18,exclusive,,,,,,,,
F200202,Elastin Treatment -M,WOMEN,1,0,6700,7900,0,,Nos,GST18,exclusive,,,,,,,,
F200203,Elastin Treatment - L,WOMEN,1,0,7800,9100,0,,Nos,GST18,exclusive,,,,,,,,
F200204,Coco Argan oil SPA -S,WOMEN,1,0,1475,1735,0,,Nos,GST18,exclusive,,,,,,,,
F200205,Coco Argan oil SPA - M,WOMEN,1,0,1770,2080,0,,Nos,GST18,exclusive,,,,,,,,
F200206,Coco Argan oil SPA - L,WOMEN,1,0,2070,2430,0,,Nos,GST18,exclusive,,,,,,,,
